vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Aceite de oliva virgen extra variedad picual ecológico Carrefour Bio 500 ml.,6.25,99 g,900 Kcal,3700 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-variedad-picual-ecologico-carrefour-bio-500-ml/R-VC4AECOMM-448780/p
Carrefour,Cereales de frutas y frutos secos Fibra Carrefour 500 g.,3.15,7.0 g,378.0 Kcal,1593.0 KJ,0.8 g,63.9 g,8.7 g,https://www.carrefour.es/supermercado/cereales-de-frutas-y-frutos-secos-fibra-carrefour-500-g/R-521003353/p
Carrefour,"Cerveza Corona Cero 0,0 alcohol botella 33 cl.",1.78,0 g,17 Kcal,71 KJ,0 g,3.9 g,0.4 g,https://www.carrefour.es/supermercado/cerveza-corona-cero-00-alcohol-botella-33-cl/R-VC4AECOMM-147896/p
Carrefour,Galletas María ecológicas Gullón sin lactosa 350 g.,3.39,17 g,473 Kcal,1988 KJ,0.68 g,71 g,8.0 g,https://www.carrefour.es/supermercado/galletas-maria-ecologicas-gullon-sin-lactosa-350-g/R-627801724/p
Carrefour,Miel de tomillo La Obrera 950 g.,14.09,0 g,335 Kcal,1424 KJ,,83.0 g,,https://www.carrefour.es/supermercado/miel-de-tomillo-la-obrera-950-g/R-VC4AECOMM-408411/p
Carrefour,Palitos rebozados de merluza Pescanova 300 g.,2.79,6.0 g,180 Kcal,756 KJ,1.16 g,22.7 g,8.0 g,https://www.carrefour.es/supermercado/palitos-rebozados-de-merluza-pescanova-300-g/R-590503530/p
Carrefour,Concentrado de proteína de suero de leche sabor vainilla Prozis 400 g.,16.79,5.6 g,401 Kcal,1678 KJ,0.3 g,4.6 g,83 g,https://www.carrefour.es/supermercado/concentrado-de-proteina-de-suero-de-leche-sabor-vainilla-prozis-400-g/R-prod830224/p
Carrefour,Barritas de frutos secos sin azúcar añadido Sensation Carrefour sin gluten pack de 4 unidades de 30 g.,2.05,40.3 g,529 Kcal,2190 KJ,0.02 g,14.6 g,18.4 g,https://www.carrefour.es/supermercado/barritas-de-frutos-secos-sin-azucar-anadido-sensation-carrefour-sin-gluten-pack-de-4-unidades-de-30-g/R-VC4AECOMM-507439/p
Carrefour,Cerveza Pils Carrefour lata 33 cl.,0.60,0.05 g,47 Kcal,197 KJ,0.007 g,3.42 g,0.55 g,https://www.carrefour.es/supermercado/cerveza-pils-carrefour-lata-33-cl/R-VC4AECOMM-420538/p
Carrefour,Cereales integrales de trigo Weetabix 645 g.,5.09,2 g,362 Kcal,1531 KJ,0.28 g,69 g,12 g,https://www.carrefour.es/supermercado/cereales-integrales-de-trigo-weetabix-645-g/R-819255635/p
Carrefour,Garbanza blanca premium Don Pedro 1 kg.,4.15,1.9 g,99.9 Kcal,419.4 KJ,0.4 g,12.2 g,5.7 g,https://www.carrefour.es/supermercado/garbanza-blanca-premium-don-pedro-1-kg/R-543602510/p
Carrefour,Galletas de avena sin azúcar añadido Zero Gullón 410 g.,3.15,18 g,438 Kcal,1835 KJ,0.75 g,65 g,7.7 g,https://www.carrefour.es/supermercado/galletas-de-avena-sin-azucar-anadido-zero-gullon-410-g/R-671301766/p
Carrefour,Caldo de verduras desgrasado Carrefour 12 pastillas,0.85,5.5 g,234 Kcal,986 KJ,41.8 g,39 g,6.2 g,https://www.carrefour.es/supermercado/caldo-de-verduras-desgrasado-carrefour-12-pastillas/R-VC4AECOMM-476739/p
Carrefour,Yogur infantil de fresa y plátano desde 6 meses Mi Menú 90 g.,0.82,1.7 g,100 Kcal,424 KJ,0.05 g,19 g,1.9 g,https://www.carrefour.es/supermercado/yogur-infantil-de-fresa-y-platano-desde-6-meses-mi-menu-90-g/R-VC4AECOMM-705316/p
Carrefour,Pizza prosciutto funghi Casa di Mama Dr. Oetker 405 g.,4.59,4.5 g,190 Kcal,802 KJ,1.2 g,28 g,8.5 g,https://www.carrefour.es/supermercado/pizza-prosciutto-funghi-casa-di-mama-dr-oetker-405-g/R-521031364/p
Carrefour,Patatas original crinkle McCain 750 g.,3.79,4.5 g,159 Kcal,667 KJ,0.1 g,25.5 g,3 g,https://www.carrefour.es/supermercado/patatas-original-crinkle-mccain-750-g/R-VC4AECOMM-120053/p
Carrefour,Jamón de pavo cocido trufado con boletus Receta Artesana El Pozo sin gluten y son lactosa 170 g,3.49,2.8 g,89 Kcal,374 KJ,2.3 g,1.5 g,14.4 g,https://www.carrefour.es/supermercado/jamon-de-pavo-cocido-trufado-con-boletus-receta-artesana-el-pozo-sin-gluten-y-son-lactosa-170-g/R-prod271816/p
Carrefour,Salsa calçots Ferrer sin gluten tarro 320 g.,2.95,46 g,456 Kcal,1908 KJ,1.2 g,7.4 g,2.9 g,https://www.carrefour.es/supermercado/salsa-calcots-ferrer-sin-gluten-tarro-320-g/R-538001994/p
Carrefour,Helado s´witch up Ben&Jerry´s 465 ml.,7.79,14 g,248 Kcal,1042 KJ,0.17 g,27 g,3.7 g,https://www.carrefour.es/supermercado/helado-switch-up-benjerrys-465-ml/R-VC4AECOMM-456082/p
Carrefour,Anchoas en aceite de oliva Consorcio 78 g.,4.85,9.2 g,197.0 Kcal,825.0 KJ,13.0 g,1.5 g,27.0 g,https://www.carrefour.es/supermercado/anchoas-en-aceite-de-oliva-consorcio-78-g/R-600805888/p
Carrefour,Petit sabor fresa y plátano Danone Danonino sin gluten pack de 4 unidades de 100 g.,2.19,2.3 g,89 Kcal,373 KJ,0.11 g,11.0 g,6.1 g,https://www.carrefour.es/supermercado/petit-sabor-fresa-y-platano-danone-danonino-sin-gluten-pack-de-4-unidades-de-100-g/R-521029760/p
Carrefour,Aceitunas verdes rellenas de boquerón Marinas La Española sin gluten 130 g.,2.89,13.6 g,138 Kcal,568 KJ,3 g,0.5 g,2.1 g,https://www.carrefour.es/supermercado/aceitunas-verdes-rellenas-de-boqueron-marinas-la-espanola-sin-gluten-130-g/R-VC4AECOMM-023264/p
Carrefour,Helado Pirulo Watermelon Nestlé sin gluten 4 ud.,5.09,0.5 g,88 Kcal,372 KJ,0.01 g,21 g,0.5 g,https://www.carrefour.es/supermercado/helado-pirulo-watermelon-nestle-sin-gluten-4-ud/R-798285034/p
Carrefour,Sándwich bacon con huevo Carrefour 150 g.,2.25,15.4 g,274.0 Kcal,1144.0 KJ,1.5 g,22.4 g,9.7 g,https://www.carrefour.es/supermercado/sandwich-bacon-con-huevo-carrefour-150-g/R-VC4AECOMM-676213/p
Carrefour,Schweppes de limón lata 33 cl.,0.95,0.0 g,27 Kcal,113 KJ,0.03 g,6.2 g,0.0 g,https://www.carrefour.es/supermercado/schweppes-de-limon-lata-33-cl/R-520660580/p
Carrefour,Bacalao skrei salado desmigado Calidad y Origen Carrefour 250 g,7.25,1 g,97 Kcal,411 KJ,22 g,0 g,22 g,https://www.carrefour.es/supermercado/bacalao-skrei-salado-desmigado-calidad-y-origen-carrefour-250-g/R-prod960082/p
Carrefour,Chocolate con leche para repostería Nestlé Postres sin gluten 170 g.,2.29,34.1 g,555 Kcal,2313 KJ,0.13 g,53.3 g,6.7 g,https://www.carrefour.es/supermercado/chocolate-con-leche-para-reposteria-nestle-postres-sin-gluten-170-g/R-764119469/p
Carrefour,Chocolate con leche relleno de caramelo y cacahuetes Milka 276 g.,4.19,33 g,546 Kcal,2277 KJ,0.29 g,51 g,9.1 g,https://www.carrefour.es/supermercado/chocolate-con-leche-relleno-de-caramelo-y-cacahuetes-milka-276-g/R-852900558/p
Carrefour,"Cerveza Cruzcampo 0,0 sin alcohol pack de 12 latas de 33 cl.",7.45,0 g,22 Kcal,92 KJ,0.01 g,5.2 g,0 g,https://www.carrefour.es/supermercado/cerveza-cruzcampo-00-sin-alcohol-pack-de-12-latas-de-33-cl/R-prod1150253/p
Carrefour,Proteína en polvo sabor chocolate con leche Gold Whey Weider doy pack 500 g.,32.20,6.3 g,397.0 Kcal,498.0 KJ,0.84 g,9.3 g,75.0 g,https://www.carrefour.es/supermercado/proteina-en-polvo-sabor-chocolate-con-leche-gold-whey-weider-doy-pack-500-g/R-VC4AECOMM-120050/p
Carrefour,Tarrito de yogur con plátano y fresas desde 6 meses sin azúcar añadido Hero Baby sin gluten pack de 2 unidades de 120 g.,3.05,2.4 g,71 Kcal,299 KJ,0.09 g,9.7 g,2.2 g,https://www.carrefour.es/supermercado/tarrito-de-yogur-con-platano-y-fresas-desde-6-meses-sin-azucar-anadido-hero-baby-sin-gluten-pack-de-2-unidades-de-120-g/R-VC4AECOMM-312031/p
Carrefour,Leche infantil de crecimiento desde 12 meses Nestlé Nidina 3 sin aceite de palma pack de 2 latas de 800 g.,34.00,21.9 g,490 Kcal,2055 KJ,0.600 g,62.2 g,11.0 g,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-desde-12-meses-nestle-nidina-3-sin-aceite-de-palma-pack-de-2-latas-de-800-g/R-prod393247/p
Carrefour,Bífidus con frutos del bosque Danone Activia pack de 4 unidades de 120 g.,2.99,3.3 g,94 Kcal,396 KJ,0.12 g,11.7 g,3.5 g,https://www.carrefour.es/supermercado/bifidus-con-frutos-del-bosque-danone-activia-pack-de-4-unidades-de-120-g/R-521029568/p
Carrefour,Salsa de trufa Terre D'Italia sin gluten 80 g.,4.69,28 g,275 Kcal,1134 KJ,1.4 g,1 g,3.5 g,https://www.carrefour.es/supermercado/salsa-de-trufa-terre-ditalia-sin-gluten-80-g/R-VC4AECOMM-648210/p
Carrefour,Tofu ahumado ecológico Soria Natural sin gluten 250 g.,2.19,10 g,163 Kcal,681 KJ,0.01 g,1.3 g,16 g,https://www.carrefour.es/supermercado/tofu-ahumado-ecologico-soria-natural-sin-gluten-250-g/R-544101734/p
Carrefour,Galletas canela María del Sur Family Biscuits 380 g.,2.09,14 g,433 Kcal,1819 KJ,0.53 g,68 g,6.6 g,https://www.carrefour.es/supermercado/galletas-canela-maria-del-sur-family-biscuits-380-g/R-VC4AECOMM-451409/p
Carrefour,Kétchup picante Classic Carrefour envase 340 g.,1.38,0.5 g,98 Kcal,417 KJ,1.7 g,22 g,1.4 g,https://www.carrefour.es/supermercado/ketchup-picante-classic-carrefour-envase-340-g/R-713315924/p
Carrefour,Coca Cola zero azúcar pack 4 botellas 20 cl.,4.00,0 g,0.2 Kcal,0.9 KJ,0.02 g,0 g,0 g,https://www.carrefour.es/supermercado/coca-cola-zero-azucar-pack-4-botellas-20-cl/R-VC4AECOMM-433514/p
Carrefour,Paleta de Cebo Ibérica 50% Raza Ibérica IberSierra pieza de 4 kg aprox,65.00,30.1 g,409.0 Kcal,1786.0 KJ,3.4 g,0.1 g,27.9 g,https://www.carrefour.es/supermercado/paleta-de-cebo-iberica-50-raza-iberica-ibersierra-pieza-de-4-kg-aprox/R-590204985/p
Carrefour,Jalapeños Sensation Carrefour 160 g.,2.65,0.6 g,20 Kcal,82 KJ,0.80 g,1.8 g,0.7 g,https://www.carrefour.es/supermercado/jalapenos-sensation-carrefour-160-g/R-VC4AECOMM-278365/p
Carrefour,Garbanzos con verduras cocidas Carrefour 400 g.,1.22,1.9 g,96 Kcal,401 KJ,0.5 g,12 g,5.4 g,https://www.carrefour.es/supermercado/garbanzos-con-verduras-cocidas-carrefour-400-g/R-521005508/p
Carrefour,Zumo paraíso Original Bifrutas pack de 3 briks 33 cl.,2.55,0 g,23 Kcal,99 KJ,0.02 g,5.0 g,0.4 g,https://www.carrefour.es/supermercado/zumo-paraiso-original-bifrutas-pack-de-3-briks-33-cl/R-VC4AECOMM-671096/p
Carrefour,Pizza speciale Casa di Mama Dr. Oetker 415 g.,4.59,7.3 g,212 Kcal,890 KJ,1.4 g,26 g,9 g,https://www.carrefour.es/supermercado/pizza-speciale-casa-di-mama-dr-oetker-415-g/R-VC4AECOMM-000367/p
Carrefour,Salsa pimienta verde Gallina Blanca 50 g.,2.25,9 g,134 Kcal,559 KJ,1.3 g,12 g,1.6 g,https://www.carrefour.es/supermercado/salsa-pimienta-verde-gallina-blanca-50-g/R-521005257/p
Carrefour,Helado de mango y frambuesa Häagen Dazs sin gluten 460 ml.,6.99,13.4 g,247 Kcal,1033 KJ,0.13 g,27.9 g,3.4 g,https://www.carrefour.es/supermercado/helado-de-mango-y-frambuesa-haagen-dazs-sin-gluten-460-ml/R-prod1000096/p
Carrefour,Galleta fibra Tosta Rica 760 g.,4.69,14 g,436 Kcal,1833 KJ,0.7 g,69 g,5.8 g,https://www.carrefour.es/supermercado/galleta-fibra-tosta-rica-760-g/R-VC4AECOMM-328368/p
Carrefour,Barritas de cereal integral sabor miel Fitness Fibra Nestlé sin azúcar añadido pack de 4 unidades de 20 g.,2.49,9.5 g,326 Kcal,1357 KJ,0.73 g,45.6 g,6.7 g,https://www.carrefour.es/supermercado/barritas-de-cereal-integral-sabor-miel-fitness-fibra-nestle-sin-azucar-anadido-pack-de-4-unidades-de-20-g/R-VC4AECOMM-130313/p
Carrefour,Preparado de coco sabor limón Carrefour Sensation pack de 4 unidades de 100 g.,1.99,2.2 g,83 Kcal,349 KJ,0.10 g,15 g,0.50 g,https://www.carrefour.es/supermercado/preparado-de-coco-sabor-limon-carrefour-sensation-pack-de-4-unidades-de-100-g/R-VC4AECOMM-654508/p
Carrefour,Cono Filipinos Cornetto Disc 4 ud.,5.99,22 g,392 Kcal,1642 KJ,0.32 g,42 g,5.2 g,https://www.carrefour.es/supermercado/cono-filipinos-cornetto-disc-4-ud/R-VC4AECOMM-161089/p
Carrefour,Jamón cocido extra ecológico en lonchas Carrefour Bio sin lactosa 100 g,2.39,1.1 g,82 Kcal,345 KJ,1.4 g,0.9 g,17 g,https://www.carrefour.es/supermercado/jamon-cocido-extra-ecologico-en-lonchas-carrefour-bio-sin-lactosa-100-g/R-VC4AECOMM-625762/p
Carrefour,Snack de maíz Nestlé Happy Puffs sin azúcar añadido 28 g.,1.89,11 g,430 Kcal,1811 KJ,0.15 g,74 g,6.7 g,https://www.carrefour.es/supermercado/snack-de-maiz-nestle-happy-puffs-sin-azucar-anadido-28-g/R-VC4AECOMM-194389/p
Carrefour,Guisantes Carrefour 1 kg.,1.49,0.6 g,94 Kcal,393.56 KJ,0.38 g,17 g,5.1 g,https://www.carrefour.es/supermercado/guisantes-carrefour-1-kg/R-531705261/p
Carrefour,Preparado para tortilla de patata con cebolla Cocina Fácil Findus 550 g.,4.35,7.4 g,164 Kcal,684 KJ,0.08 g,19.6 g,2.8 g,https://www.carrefour.es/supermercado/preparado-para-tortilla-de-patata-con-cebolla-cocina-facil-findus-550-g/R-551901768/p
Carrefour,Arroz basmati Sensation Carrefour 1 kg.,2.45,1.4 g,355 Kcal,1507 KJ,0.01 g,77 g,8.4 g,https://www.carrefour.es/supermercado/arroz-basmati-sensation-carrefour-1-kg/R-VC4AECOMM-724474/p
Carrefour,Galleta integral con cererales Carrefour 300 g.,1.64,17 g,487 Kcal,2044 KJ,1.4 g,70 g,8.8 g,https://www.carrefour.es/supermercado/galleta-integral-con-cererales-carrefour-300-g/R-VC4AECOMM-601153/p
Carrefour,Psyllium ecológico Naturgreen sin gluten doy pack 125 g.,5.99,1.0 g,199.0 Kcal,805.0 KJ,0.1 g,0.69 g,5.3 g,https://www.carrefour.es/supermercado/psyllium-ecologico-naturgreen-sin-gluten-doy-pack-125-g/R-VC4AECOMM-694113/p
Carrefour,Mini pizzas boloñesa Carrefour 270 g.,2.85,13 g,253 Kcal,1058 KJ,1.6 g,25 g,8.9 g,https://www.carrefour.es/supermercado/mini-pizzas-bolonesa-carrefour-270-g/R-651302982/p
Carrefour,Gazpacho con hortalizas frescas Carrefour sin gluten 1 l.,3.25,2.0 g,350.0 Kcal,140.0 KJ,0.76 g,2.7 g,0.8 g,https://www.carrefour.es/supermercado/gazpacho-con-hortalizas-frescas-carrefour-sin-gluten-1-l/R-521030389/p
Carrefour,Natillas con galleta entera Carrefour pack de 4 unidades de 125 g.,1.25,3.3 g,132 Kcal,556 KJ,0.17 g,23 g,2.5 g,https://www.carrefour.es/supermercado/natillas-con-galleta-entera-carrefour-pack-de-4-unidades-de-125-g/R-832342825/p
Carrefour,Apetinas de patata sabor ketchup Tosfrit 90 g.,1.19,15.6 g,444 Kcal,1866 KJ,3.6 g,73.8 g,1.8 g,https://www.carrefour.es/supermercado/apetinas-de-patata-sabor-ketchup-tosfrit-90-g/R-prod460554/p
Carrefour,Salchichas Jumbo de pavo Oscar Mayer sin gluten sin lactosa 350 g.,2.65,18 g,211 Kcal,873 KJ,2 g,1.2 g,11 g,https://www.carrefour.es/supermercado/salchichas-jumbo-de-pavo-oscar-mayer-sin-gluten-sin-lactosa-350-g/R-521031153/p
Carrefour,Caramelos sabor menta Respiral sin gluten 350 g.,4.29,0 g,389 Kcal,1653 KJ,0.01 g,97 g,0 g,https://www.carrefour.es/supermercado/caramelos-sabor-menta-respiral-sin-gluten-350-g/R-522713768/p
Carrefour,Muffin de chocolate Schär sin gluten sin lactosa 225 g.,3.85,20 g,404 Kcal,1690 KJ,0.67 g,49 g,5.2 g,https://www.carrefour.es/supermercado/muffin-de-chocolate-schar-sin-gluten-sin-lactosa-225-g/R-VC4AECOMM-184902/p
