vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Harina de trigo repostería Gallo 1 kg.,1.61,2 g,363 Kcal,1537 KJ,0.03 g,75 g,10 g,https://www.carrefour.es/supermercado/harina-de-trigo-reposteria-gallo-1-kg/R-521005407/p
Carrefour,Gelatina light sabor naranja sin azúcar añadido 0% materia grasa Reina sin gluten pack de 4 unidades de 100 g.,0.95,0 g,9 Kcal,37 KJ,0.2 g,2.2 g,0 g,https://www.carrefour.es/supermercado/gelatina-light-sabor-naranja-sin-azucar-anadido-0-materia-grasa-reina-sin-gluten-pack-de-4-unidades-de-100-g/R-812340685/p
Carrefour,Freixenet Joven,7.35,0 g,25 Kcal,106 KJ,0.01 g,6 g,0 g,https://www.carrefour.es/supermercado/vino-freixenet-espumoso-blanco-sin-alcohol-75-cl/R-prod80613/p
Carrefour,Tiras vegetal Sensation Carrefour 170 g.,3.39,8.5 g,183 Kcal,767 KJ,1.5 g,3.6 g,22 g,https://www.carrefour.es/supermercado/tiras-vegetal-sensation-carrefour-170-g/R-VC4AECOMM-283562/p
Carrefour,Queso mozzarella Galbani sin lactosa 100 g.,2.29,17 g,222 Kcal,921 KJ,0.6 g,0 g,17 g,https://www.carrefour.es/supermercado/queso-mozzarella-galbani-sin-lactosa-100-g/R-846700428/p
Carrefour,Yogur frutas con melocotón Extra Carrefour sin gluten pack de 2 unidades de 125 g.,1.47,2.9 g,99.0 Kcal,417.0 KJ,0.1 g,15.0 g,3.1 g,https://www.carrefour.es/supermercado/yogur-frutas-con-melocoton-extra-carrefour-sin-gluten-pack-de-2-unidades-de-125-g/R-VC4AECOMM-720361/p
Carrefour,Cerveza Amstel 100% Malta pack 28 latas 33 cl.,19.32,0 g,40 Kcal,167 KJ,0.01 g,3 g,0 g,https://www.carrefour.es/supermercado/cerveza-amstel-100-malta-pack-28-latas-33-cl/R-551303025/p
Carrefour,Crema de setas del bosque con champiñones Knorr 500 ml.,2.49,7.4 g,119 Kcal,496 KJ,1.7 g,10 g,2.3 g,https://www.carrefour.es/supermercado/crema-de-setas-del-bosque-con-champinones-knorr-500-ml/R-fprod1370238/p
Carrefour,Queso fundido en lonchas El Caserío sin lactosa 185 g.,2.59,18 g,239 Kcal,993 KJ,2.85 g,0.1 g,18 g,https://www.carrefour.es/supermercado/queso-fundido-en-lonchas-el-caserio-sin-lactosa-185-g/R-prod290870/p
Carrefour,Aceite de oliva virgen extra ecológico Carrefour Bio 1 l.,11.45,100 g,900 Kcal,3700 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-1-l/R-prod870663/p
Carrefour,Pancake sabor a pepitas de chocolate +Protein Prozis 400 g.,13.09,5.40 g,364 Kcal,1523 KJ,2.10 g,23 g,53 g,https://www.carrefour.es/supermercado/pancake-sabor-a-pepitas-de-chocolate-protein-prozis-400-g/R-VC4AECOMM-516992/p
Carrefour,Garbanzos con verduras Classic Carrefour sin gluten 430 g.,1.21,2.1 g,81 Kcal,339 KJ,0.8 g,10.4 g,3.8 g,https://www.carrefour.es/supermercado/garbanzos-con-verduras-classic-carrefour-sin-gluten-430-g/R-VC4AECOMM-128386/p
Carrefour,Caldo de pollo con verduras Gallina Blanca brick 1 l.,2.45,0.1 g,2 Kcal,7 KJ,0.71 g,0.1 g,0.2 g,https://www.carrefour.es/supermercado/caldo-de-pollo-con-verduras-gallina-blanca-brick-1-l/R-prod224798/p
Carrefour,Chocolate negro 78% Lindt Excellence 100 g.,3.25,46 g,576 Kcal,2384 KJ,0.05 g,24 g,10 g,https://www.carrefour.es/supermercado/chocolate-negro-78-lindt-excellence-100-g/R-prod221388/p
Carrefour,Paté suave de hígado de cerdo La Piara sin gluten y sin lactosa pack de 2 unidades de 75 g.,1.64,19 g,214 Kcal,885 KJ,1.8 g,2.8 g,7.4 g,https://www.carrefour.es/supermercado/pate-suave-de-higado-de-cerdo-la-piara-sin-gluten-y-sin-lactosa-pack-de-2-unidades-de-75-g/R-680601805/p
Carrefour,Bizcocho de manzana 400 g,3.29,19 g,404 Kcal,1694 KJ,0.4 g,53.1 g,5.2 g,https://www.carrefour.es/supermercado/bizcocho-de-manzana-400-g/R-793846684/p
Carrefour,Papilla infantil desde 6 meses 8 cereales Nestlé sin azúcar añadido 950 g.,6.85,4.6 g,399 Kcal,1687 KJ,0.10 g,76.4 g,10.0 g,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-nestle-sin-azucar-anadido-950-g/R-VC4AECOMM-206307/p
Carrefour,Magro de cerdo marinado amarillo Carrefour 500 g,4.25,5.13 g,123.1 Kcal,516.7 KJ,1.18 g,0.75 g,19.09 g,https://www.carrefour.es/supermercado/magro-de-cerdo-marinado-amarillo-carrefour-500-g/R-prod810343/p
Carrefour,Piña congelada Carrefour 450 g.,2.39,0 g,57 Kcal,241 KJ,0 g,13 g,0 g,https://www.carrefour.es/supermercado/pina-congelada-carrefour-450-g/R-prod1161200/p
Carrefour,Leche infantil de continuación desde 6 meses en polvo Almirón Profutura 2 Duobiotik sin aceite de palma lata 800 g.,22.90,3.2 g,68.0 Kcal,285.0 KJ,,8.1 g,1.4 g,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-desde-6-meses-en-polvo-almiron-profutura-2-duobiotik-sin-aceite-de-palma-lata-800-g/R-prod730372/p
Carrefour,Pizza italiana bacon provolone Carrefour 410 g,4.75,8.7 g,266.0 Kcal,1121.0 KJ,1.3 g,36.0 g,11.2 g,https://www.carrefour.es/supermercado/pizza-italiana-bacon-provolone-carrefour-410-g/R-VC4AECOMM-184900/p
Carrefour,Berberechos al natural 35/45 Classic Carrefour 63 g.,5.45,0.4 g,56 Kcal,238 KJ,1.4 g,4.8 g,8.4 g,https://www.carrefour.es/supermercado/berberechos-al-natural-35-45-classic-carrefour-63-g/R-699901777/p
Carrefour,Yogur griego natural azucarado Danone sin gluten pack de 4 unidades de 110 g.,1.49,6.3 g,114 Kcal,477 KJ,0.11 g,11.1 g,3.2 g,https://www.carrefour.es/supermercado/yogur-griego-natural-azucarado-danone-sin-gluten-pack-de-4-unidades-de-110-g/R-VC4AECOMM-246797/p
Carrefour,Empanadilla de atún y pisto 3 ud,3.00,17 g,300 Kcal,1253 KJ,1.1 g,29.3 g,6.5 g,https://www.carrefour.es/supermercado/empanadilla-de-atun-y-pisto-3-ud/R-763300124/p
Carrefour,Café molido Crema e Gusto Lavazza pack de 2 unidades de 250 g.,7.05,12.0 g,332.0 Kcal,1371.0 KJ,0.01 g,12.7 g,18.0 g,https://www.carrefour.es/supermercado/cafe-molido-crema-e-gusto-lavazza-pack-de-2-unidades-de-250-g/R-VC4AECOMM-077317/p
Carrefour,Cerveza 1906 reserva especial pack 12 botellas 33 cl.,14.39,0 g,53 Kcal,224 KJ,0 g,3.9 g,0 g,https://www.carrefour.es/supermercado/cerveza-1906-reserva-especial-pack-12-botellas-33-cl/R-762603515/p
Carrefour,Confitura de fresa Hero 330 g.,2.79,0.2 g,201 Kcal,855 KJ,0.0 g,49 g,0.4 g,https://www.carrefour.es/supermercado/confitura-de-fresa-hero-330-g/R-prod720067/p
Carrefour,Patatas fritas sabor ajo y perejil Carrefour 150 g.,1.73,36 g,551 Kcal,2296 KJ,0.7 g,49 g,6.7 g,https://www.carrefour.es/supermercado/patatas-fritas-sabor-ajo-y-perejil-carrefour-150-g/R-521013850/p
Carrefour,Gaseosa La Casera cero azúcares y calorías lata 33 cl.,0.62,0.0 g,0.3 Kcal,1.1 KJ,0.10 g,0.0 g,0.0 g,https://www.carrefour.es/supermercado/gaseosa-la-casera-cero-azucares-y-calorias-lata-33-cl/R-522713427/p
Carrefour,Margarina original Tulipán sin gluten y sin lactosa 400 g.,2.95,59 g,531 Kcal,2183 KJ,0.3 g,0.5 g,0.5 g,https://www.carrefour.es/supermercado/margarina-original-tulipan-sin-gluten-y-sin-lactosa-400-g/R-VC4AECOMM-057261/p
Carrefour,Tarrito de crema bechamel con lenguado desde 6 meses Hero Baby 235 g.,1.70,2.5 g,73 Kcal,307 KJ,0.08 g,9.2 g,3 g,https://www.carrefour.es/supermercado/tarrito-de-crema-bechamel-con-lenguado-desde-6-meses-hero-baby-235-g/R-521033526/p
Carrefour,"Tarrito de manzana, fresa y arándanos desde 4 meses ecológico Hero Solo sin gluten 120 g.",1.67,0.2 g,49 Kcal,207 KJ,0.017 g,10.8 g,0.3 g,https://www.carrefour.es/supermercado/tarrito-de-manzana-fresa-y-arandanos-desde-4-meses-ecologico-hero-solo-sin-gluten-120-g/R-VC4AECOMM-025496/p
Carrefour,Pasion De Bobal Tinto 2021,10.15,0 g,79 Kcal,330 KJ,0 g,0.1 g,0 g,https://www.carrefour.es/supermercado/vino-tinto-con-crianza-bobal-ecologico-pasion-de-bobal-do-utiel-requena-75-cl/R-prod1161077/p
Carrefour,Chocolate negro intenso con naranja Lindt Excellence 100 g.,3.15,34 g,538 Kcal,2240 KJ,0.11 g,47 g,8 g,https://www.carrefour.es/supermercado/chocolate-negro-intenso-con-naranja-lindt-excellence-100-g/R-521004096/p
Carrefour,Brócoli en floretes precocido ultracongeladas Extra Carrefour 675 g.,2.65,,31 Kcal,128 KJ,0.03 g,2.9 g,2.2 g,https://www.carrefour.es/supermercado/brocoli-en-floretes-precocido-ultracongeladas-extra-carrefour-675-g/R-fprod1220045/p
Carrefour,Nachos clásicos Sensation Carrefour sin gluten 200 g.,1.20,24 g,486 Kcal,2035 KJ,0.97 g,61 g,5.1 g,https://www.carrefour.es/supermercado/nachos-clasicos-sensation-carrefour-sin-gluten-200-g/R-VC4AECOMM-696559/p
Carrefour,Codillo jamón curado precortado El Pozo 1 kg aprox,2.35,12.5 g,232 Kcal,972 KJ,5 g,0 g,30 g,https://www.carrefour.es/supermercado/codillo-jamon-curado-precortado-el-pozo-1-kg/R-665801826/p
Carrefour,"Aceite de oliva original 0,4º Carbonell pack de 2 botellas de 1 l.",24.00,100 g,900 Kcal,3700 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-original-04-carbonell-pack-de-2-botellas-de-1-l/R-833501766/p
Carrefour,Galletas Dinosaurus Cookienss sin azúcar añadido Artiach 185 g.,3.15,18 g,446 Kcal,1866 KJ,0.63 g,56 g,6.6 g,https://www.carrefour.es/supermercado/galletas-dinosaurus-cookienss-sin-azucar-anadido-artiach-185-g/R-prod731524/p
Carrefour,Queso de cabra ya cortado García Baquero cuña 250 g,5.69,35 g,422.2 Kcal,1750.6 KJ,1.8 g,1.8 g,25 g,https://www.carrefour.es/supermercado/queso-de-cabra-ya-cortado-garcia-baquero-cuna-250-g/R-VC4AECOMM-681631/p
Carrefour,Costillas de cerdo a las finas hierbas Carrefour 900 g aprox,8.09,11.3 g,165 Kcal,689 KJ,2.1 g,0.8 g,15.9 g,https://www.carrefour.es/supermercado/costillas-de-cerdo-a-las-finas-hierbas-carrefour-900-g-aprox/R-702201825/p
Carrefour,Bebida de avena con zumo tropical La Original pack 4 briks 20 cl.,1.43,0 g,16 Kcal,67 KJ,0 g,3.8 g,0.1 g,https://www.carrefour.es/supermercado/bebida-de-avena-con-zumo-tropical-la-original-pack-4-briks-20-cl/R-VC4AECOMM-485401/p
Carrefour,Cacao soluble sin azúcar añadido Nestlé Nesquik sin gluten 320 g.,4.55,4.4 g,281 Kcal,1161 KJ,0.21 g,25.5 g,6.6 g,https://www.carrefour.es/supermercado/cacao-soluble-sin-azucar-anadido-nestle-nesquik-sin-gluten-320-g/R-VC4AECOMM-142613/p
Carrefour,Pasta macarrón rigatoni Garofalo 500 g.,1.70,1.0 g,357.0 Kcal,1516.0 KJ,0.08 g,73.0 g,14.0 g,https://www.carrefour.es/supermercado/pasta-macarron-rigatoni-garofalo-500-g/R-842200698/p
Carrefour,Aceite de oliva virgen extra ecológico Dcoop 1 l.,15.35,100 g,900 Kcal,3700 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-ecologico-dcoop-1-l/R-VC4AECOMM-442668/p
Carrefour,Huevo de chocolate Kinder Sorpresa sin gluten 3 ud.,3.79,34.2 g,552 Kcal,2302 KJ,0.323 g,52.3 g,8.1 g,https://www.carrefour.es/supermercado/huevo-de-chocolate-kinder-sorpresa-sin-gluten-3-ud/R-prod870750/p
Carrefour,Yogur infantil de yogurín con fresa y plátano Hero Mi Merienda sin gluten y sin azúcar añadido pack 4 unidades de 100 g.,4.65,1.40 g,85 Kcal,359 KJ,0.03 g,15.10 g,2.80 g,https://www.carrefour.es/supermercado/yogur-infantil-de-yogurin-con-fresa-y-platano-hero-mi-merienda-sin-gluten-y-sin-azucar-anadido-pack-4-unidades-de-100-g/R-prod1022845/p
Carrefour,Hogaza de pan Carrefour No Gluten sin gluten y sin lactosa 390 g.,3.69,6.6 g,222.0 Kcal,931.0 KJ,,34.6 g,2.0 g,https://www.carrefour.es/supermercado/hogaza-de-pan-carrefour-no-gluten-sin-gluten-y-sin-lactosa-390-g/R-VC4AECOMM-434158/p
Carrefour,"Patatas fritas tradicionales Mc Cain 2,5 kg.",9.25,3 g,135 Kcal,569 KJ,0.1 g,23.5 g,2.5 g,https://www.carrefour.es/supermercado/patatas-fritas-tradicionales-mc-cain-25-kg/R-795411220/p
Carrefour,Sandwich Nocilla Cornetto 4 ud.,6.65,15 g,299 Kcal,1253 KJ,0.25 g,34 g,4.7 g,https://www.carrefour.es/supermercado/sandwich-nocilla-cornetto-4-ud/R-VC4AECOMM-161082/p
Carrefour,Helado de nueces de macadamia Häagen Dazs sin gluten 460 ml.,6.99,17.3 g,274 Kcal,1147 KJ,0.16 g,25.3 g,4 g,https://www.carrefour.es/supermercado/helado-de-nueces-de-macadamia-haagen-dazs-sin-gluten-460-ml/R-prod1000093/p
Carrefour,Pizza de pollo Casa Tarradellas 410 g.,3.29,7.1 g,229 Kcal,964 KJ,1.5 g,27 g,14 g,https://www.carrefour.es/supermercado/pizza-de-pollo-casa-tarradellas-410-g/R-600804867/p
Carrefour,Mini bombón helado de frambuesa Double Magnum 6 ud.,6.19,20 g,334 Kcal,1394 KJ,0.12 g,35 g,3.2 g,https://www.carrefour.es/supermercado/mini-bombon-helado-de-frambuesa-double-magnum-6-ud/R-prod100166/p
Carrefour,Arroz para caldosos Sos 500 g.,1.56,0.80 g,344 Kcal,1460 KJ,0 g,76 g,6.70 g,https://www.carrefour.es/supermercado/arroz-para-caldosos-sos-500-g/R-678901849/p
Carrefour,Pasta espaguetis Carrefour 1 kg.,1.20,1.5 g,349.0 Kcal,1478.0 KJ,0.03 g,70.0 g,12.0 g,https://www.carrefour.es/supermercado/pasta-espaguetis-carrefour-1-kg/R-544501835/p
Carrefour,Pan alemán 3 cereales ecológico Sol Natural 500 g.,3.09,2.9 g,197 Kcal,826 KJ,1.1 g,32.2 g,5 g,https://www.carrefour.es/supermercado/pan-aleman-3-cereales-ecologico-sol-natural-500-g/R-VC4AECOMM-768583/p
Carrefour,Fritada lata Carrefour 400 g.,1.47,7.1 g,108.0 Kcal,448.0 KJ,1.5 g,9.6 g,0.8 g,https://www.carrefour.es/supermercado/fritada-lata-carrefour-400-g/R-673201639/p
Carrefour,Fingers de queso mozzarella Carrefour 400 g.,3.19,17 g,311 Kcal,1300 KJ,1.7 g,26 g,13 g,https://www.carrefour.es/supermercado/fingers-de-queso-mozzarella-carrefour-400-g/R-521031474/p
Carrefour,Filetes de caballa del sur en aceite de girasol Carrefour pack de 2 latas de 65 g.,1.79,10 g,185 Kcal,772 KJ,1.2 g,0.5 g,23 g,https://www.carrefour.es/supermercado/filetes-de-caballa-del-sur-en-aceite-de-girasol-carrefour-pack-de-2-latas-de-65-g/R-VC4AECOMM-488907/p
Carrefour,Crema de cacahuete suave Capitán Maní sin gluten y sin lactosa 510 g.,4.35,48 g,579 Kcal,2420 KJ,1.1 g,25 g,21 g,https://www.carrefour.es/supermercado/crema-de-cacahuete-suave-capitan-mani-sin-gluten-y-sin-lactosa-510-g/R-521004674/p
Carrefour,Crema vichyssoise de puerro y patata Knorr brik 500 ml.,2.49,2.7 g,50 Kcal,211 KJ,0.46 g,5.7 g,0.7 g,https://www.carrefour.es/supermercado/crema-vichyssoise-de-puerro-y-patata-knorr-brik-500-ml/R-fprod1370244/p
Carrefour,Huevos de gallinas criadas en suelo Carrefour El Mercado 6 ud.,1.15,10 g,138 Kcal,576 KJ,0 g,1 g,13 g,https://www.carrefour.es/supermercado/huevos-de-gallinas-criadas-en-suelo-carrefour-el-mercado-6-ud/R-VC4AECOMM-307947/p
Carrefour,Gambón grande crudo Carrefour 500 g.,6.05,0.9 g,94.0 Kcal,398.0 KJ,0.25 g,0.8 g,20.67 g,https://www.carrefour.es/supermercado/gambon-grande-crudo-carrefour-500-g/R-521031176/p
Carrefour,Tortitas de maíz con chocolate negro sin azúcares añadidos Vitalday Gullón sin gluten 100 g.,2.29,18 g,434 Kcal,1814 KJ,0.75 g,65 g,7.0 g,https://www.carrefour.es/supermercado/tortitas-de-maiz-con-chocolate-negro-sin-azucares-anadidos-vitalday-gullon-sin-gluten-100-g/R-760107103/p
Carrefour,Chorizo Ibérico de Bellota en lonchas Dompal 80 g,3.25,40 g,456 Kcal,1888 KJ,5.5 g,0.5 g,23.5 g,https://www.carrefour.es/supermercado/chorizo-iberico-de-bellota-en-lonchas-dompal-80-g/R-VC4AECOMM-144070/p
Carrefour,Palomitas al punto de sal para microondas Popitas sin gluten y sin aceite de palma pack 3 unidades de 90 g.,2.65,14 g,418 Kcal,1752 KJ,2.3 g,56 g,10 g,https://www.carrefour.es/supermercado/palomitas-al-punto-de-sal-para-microondas-popitas-sin-gluten-y-sin-aceite-de-palma-pack-3-unidades-de-90-g/R-VC4AECOMM-477679/p
Carrefour,Albóndigas a la jardinera Carretilla 300 g.,4.05,3.8 g,104 Kcal,483 KJ,1.4 g,9.1 g,7.5 g,https://www.carrefour.es/supermercado/albondigas-a-la-jardinera-carretilla-300-g/R-799398286/p
Carrefour,Queso curado mezcla mini al vacio García Baquero pieza de 880 g,20.30,35.5 g,425.5 Kcal,1764 KJ,2 g,1.5 g,25 g,https://www.carrefour.es/supermercado/queso-curado-mezcla-mini-al-vacio-garcia-baquero-pieza-de-880-g/R-prod261264/p
Carrefour,Ravioli de tomate y mozzarella al huevo Carrefour 250 g.,1.69,5.6 g,235 Kcal,992 KJ,1.2 g,37 g,7.7 g,https://www.carrefour.es/supermercado/ravioli-de-tomate-y-mozzarella-al-huevo-carrefour-250-g/R-prod490061/p
Carrefour,Chocolate con galleta Lu Milka 87 g.,1.60,26 g,512 Kcal,2144 KJ,0.52 g,63 g,6.2 g,https://www.carrefour.es/supermercado/chocolate-con-galleta-lu-milka-87-g/R-677310559/p
Carrefour,Cerveza tostada Mahou Maestra doble lúpulo pack 6 botellas 25 cl.,6.05,0 g,67 Kcal,279 KJ,0 g,5.6 g,0.3 g,https://www.carrefour.es/supermercado/cerveza-tostada-mahou-maestra-doble-lupulo-pack-6-botellas-25-cl/R-VC4AECOMM-079727/p
Carrefour,Nuggets de proteína de guisante y trigo Green Cuisine Findus 250 g.,4.05,16 g,275 Kcal,1148 KJ,1.2 g,21 g,9.9 g,https://www.carrefour.es/supermercado/nuggets-de-proteina-de-guisante-y-trigo-green-cuisine-findus-250-g/R-VC4AECOMM-568911/p
Carrefour,Mayonesa Hellmann's sin gluten sin lactosa envase 430 ml.,3.45,63 g,573 Kcal,2395 KJ,1.1 g,2.3 g,0.8 g,https://www.carrefour.es/supermercado/mayonesa-hellmanns-sin-gluten-sin-lactosa-envase-430-ml/R-531731292/p
Carrefour,Helado de menta y chocolate Sensation Carrefour sin gluten 300 g.,2.65,13 g,207 Kcal,865 KJ,0.18 g,20 g,3.6 g,https://www.carrefour.es/supermercado/helado-de-menta-y-chocolate-sensation-carrefour-sin-gluten-300-g/R-VC4AECOMM-023884/p
Carrefour,Caldo casero de pollo Gallina Blanca sin gluten pack de 2 briks de 1 l.,4.09,0.3 g,5 Kcal,22 KJ,0.75 g,0.2 g,0.4 g,https://www.carrefour.es/supermercado/caldo-casero-de-pollo-gallina-blanca-sin-gluten-pack-de-2-briks-de-1-l/R-680702146/p
Carrefour,La Gula del Norte reducida en sal sin gluten 200 g.,6.59,11 g,176 Kcal,733 KJ,1.7 g,10 g,9.2 g,https://www.carrefour.es/supermercado/la-gula-del-norte-reducida-en-sal-sin-gluten-200-g/R-VC4AECOMM-580282/p
Carrefour,Nachos sabor original Sensation Carrefour 150 g.,1.07,20.4 g,479 Kcal,2007 KJ,0.5 g,64.6 g,6.7 g,https://www.carrefour.es/supermercado/nachos-sabor-original-sensation-carrefour-150-g/R-VC4AECOMM-110329/p
Carrefour,"Lomo de cebo ibérico 50% raza ibérica Carrefour sin gluten 2x62,5 g",4.85,21 g,331 Kcal,1386 KJ,4 g,1.4 g,34 g,https://www.carrefour.es/supermercado/lomo-de-cebo-iberico-50-raza-iberica-carrefour-sin-gluten-2x625-g/R-VC4AECOMM-468286/p
Carrefour,Lomo en lonchas Carrefour Classic' sin gluten sin lactosa 80 g.,1.90,4 g,194 Kcal,820 KJ,5 g,1.5 g,38 g,https://www.carrefour.es/supermercado/lomo-en-lonchas-carrefour-classic-sin-gluten-sin-lactosa-80-g/R-VC4AECOMM-709785/p
Carrefour,Butifarra Carrefour 500 g aprox,4.37,16.9 g,211.2 Kcal,876.4 KJ,1.93 g,0.83 g,14.54 g,https://www.carrefour.es/supermercado/butifarra-carrefour-500-g-aprox/R-VC4AECOMM-058975/p
Carrefour,Pan hamburguesa Carrefour No Gluten sin gluten y sin lactosa 180 g.,1.81,6.5 g,220.0 Kcal,992.0 KJ,,35.6 g,1.4 g,https://www.carrefour.es/supermercado/pan-hamburguesa-carrefour-no-gluten-sin-gluten-y-sin-lactosa-180-g/R-VC4AECOMM-434163/p
Carrefour,Café molido mezcla Gran Aroma Marcilla 250 g.,3.45,12 g,332 Kcal,1370 KJ,0.02 g,16 g,17 g,https://www.carrefour.es/supermercado/cafe-molido-mezcla-gran-aroma-marcilla-250-g/R-521003033/p
Carrefour,Leche semidesnatada con calcio Carrefour brik 1 l.,0.99,1.6 g,49 Kcal,205 KJ,0.13 g,4.7 g,3.9 g,https://www.carrefour.es/supermercado/leche-semidesnatada-con-calcio-carrefour-brik-1-l/R-521007000/p
Carrefour,Barritas de avena y chocolate negro Crunchy Nature Valley sin lactosa pack de 5 unidades de 42 g.,2.65,19.8 g,473 Kcal,1981 KJ,0.65 g,61.5 g,8.7 g,https://www.carrefour.es/supermercado/barritas-de-avena-y-chocolate-negro-crunchy-nature-valley-sin-lactosa-pack-de-5-unidades-de-42-g/R-prod90089/p
Carrefour,Pan molde integral con 8 cereales y semillas Bimbo Silueta 600 g.,3.05,3.2 g,249 Kcal,1050 KJ,1.0 g,41 g,11 g,https://www.carrefour.es/supermercado/pan-molde-integral-con-8-cereales-y-semillas-bimbo-silueta-600-g/R-521030480/p
Carrefour,Filete de caballa en aceite de oliva Isabel 85 g.,3.35,27 g,313 Kcal,1297 KJ,1.2 g,0 g,18 g,https://www.carrefour.es/supermercado/filete-de-caballa-en-aceite-de-oliva-isabel-85-g/R-prod190049/p
Carrefour,Pizza de atún y bacon Casa Tarradellas 405 g.,3.29,11 g,263 Kcal,1104 KJ,1.4 g,27 g,14 g,https://www.carrefour.es/supermercado/pizza-de-atun-y-bacon-casa-tarradellas-405-g/R-521030235/p
Carrefour,Aceite de Aguacate La Masía 250 ml.,5.19,100 g,900 Kcal,3700 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-aguacate-la-masia-250-ml/R-VC4AECOMM-654756/p
Carrefour,Corazones de alcachofa 8/10 Carrefour 240 g.,1.93,0 g,26 Kcal,109 KJ,0.43 g,4 g,1.4 g,https://www.carrefour.es/supermercado/corazones-de-alcachofa-8-10-carrefour-240-g/R-521016439/p
Carrefour,Galletas bañadas chocolate blanco sabor caramelo salado Filipinos Artiach 128 g.,1.53,27 g,523 Kcal,2188 KJ,0.61 g,64 g,5.4 g,https://www.carrefour.es/supermercado/galletas-banadas-chocolate-blanco-sabor-caramelo-salado-filipinos-artiach-128-g/R-VC4AECOMM-177458/p
Carrefour,Caldo natural de cocido Gallo sin gluten y sin lactosa brik 1 l.,1.99,0.2 g,7 Kcal,31 KJ,0.98 g,0.2 g,1.2 g,https://www.carrefour.es/supermercado/caldo-natural-de-cocido-gallo-sin-gluten-y-sin-lactosa-brik-1-l/R-VC4AECOMM-082878/p
Carrefour,Galletas de chocolate rellenas de crema bañadas en chocolate blanco Oreo 246 g.,3.15,25 g,532 Kcal,2228 KJ,0.54 g,70 g,4.9 g,https://www.carrefour.es/supermercado/galletas-de-chocolate-rellenas-de-crema-banadas-en-chocolate-blanco-oreo-246-g/R-590209299/p
Carrefour,Masa redonda Brisa Buitoni 230 g.,2.59,19.3 g,377 Kcal,1575 KJ,1.1 g,40.9 g,6.2 g,https://www.carrefour.es/supermercado/masa-redonda-brisa-buitoni-230-g/R-521030354/p
Carrefour,Queso fundido en porciones La Vaca Que Ríe sin gluten 250 g.,2.79,12.5 g,179 Kcal,743 KJ,1.9 g,5.5 g,11 g,https://www.carrefour.es/supermercado/queso-fundido-en-porciones-la-vaca-que-rie-sin-gluten-250-g/R-521030596/p
Carrefour,Hummus con aceitunas kalamata Carrefour Extrea sin gluten 240 g,1.38,21 g,266 Kcal,1103 KJ,1.1 g,11 g,6.1 g,https://www.carrefour.es/supermercado/hummus-con-aceitunas-kalamata-carrefour-extrea-sin-gluten-240-g/R-VC4AECOMM-112529/p
Carrefour,Zumo tropical Carrefour pack de 6 briks de 20 cl.,1.99,,45 Kcal,190 KJ,,11 g,,https://www.carrefour.es/supermercado/zumo-tropical-carrefour-pack-de-6-briks-de-20-cl/R-694608976/p
Carrefour,Geles dulces multicolor Vidal 290 g.,3.99,2.2 g,368 Kcal,1560 KJ,0.42 g,82 g,2.2 g,https://www.carrefour.es/supermercado/geles-dulces-multicolor-vidal-290-g/R-686701702/p
Carrefour,Galletas con cinco cereales y chocolate Classic Carrefour 400 g.,2.19,14 g,430 Kcal,1804 KJ,0.58 g,64 g,8 g,https://www.carrefour.es/supermercado/galletas-con-cinco-cereales-y-chocolate-classic-carrefour-400-g/R-prod63888/p
Carrefour,Crema de queso curado con aceite de oliva virgen extra Carrefour Extra 110 g.,2.35,11.6 g,173.0 Kcal,720.0 KJ,1.51 g,10.4 g,6.7 g,https://www.carrefour.es/supermercado/crema-de-queso-curado-con-aceite-de-oliva-virgen-extra-carrefour-extra-110-g/R-VC4AECOMM-095536/p
Carrefour,Salsa chili dulce King Tiger 250 ml.,2.45,0 g,184 Kcal,782 KJ,2 g,46 g,0 g,https://www.carrefour.es/supermercado/salsa-chili-dulce-king-tiger-250-ml/R-fprod1320085/p
Carrefour,Postre infantil de coco con mango y kiwi desde 6 meses ecológico Gerber pack de 4 unidades de 90 g.,3.99,2.9 g,72 Kcal,302 KJ,0.02 g,10.2 g,0.8 g,https://www.carrefour.es/supermercado/postre-infantil-de-coco-con-mango-y-kiwi-desde-6-meses-ecologico-gerber-pack-de-4-unidades-de-90-g/R-VC4AECOMM-136910/p
Carrefour,Queso mini de cabra al pimentón Carrefour Extra 400 g,8.15,37 g,419 Kcal,1734 KJ,1.3 g,1.6 g,21 g,https://www.carrefour.es/supermercado/queso-mini-de-cabra-al-pimenton-carrefour-extra-400-g/R-VC4AECOMM-679684/p
Carrefour,Galletas rellenas de cacao Carrefour Classic sin gluten 120 g.,2.19,19 g,476 Kcal,1997 KJ,0.83 g,68 g,6.9 g,https://www.carrefour.es/supermercado/galletas-rellenas-de-cacao-carrefour-classic-sin-gluten-120-g/R-VC4AECOMM-730875/p
